p_t,ce,fl,gfl_tau0.3,gfl_q_tau0.3,gfl_tau1.0,gfl_q_tau1.0,gfl_tau2.0,gfl_q_tau2.0,gfl_tau5.0,gfl_q_tau5.0
0.9999715089797974,3.089882375206798e-05,7.524312255072566e-14,7.524312255072566e-14,7.530330254756218e-14,7.524312255072566e-14,7.530330254756218e-14,7.524312255072566e-14,7.530330254756218e-14,7.524312255072566e-14,7.530330254756218e-14
0.8135403394699097,0.19558730721473694,0.01904504932463169,0.01872336119413376,0.016992179676890373,0.018007555976510048,0.01633606106042862,0.01706252247095108,0.015470131300389767,0.01467978022992611,0.013288569636642933
0.9884342551231384,0.013024711050093174,5.206587957218289e-06,5.206240075494861e-06,5.178047558729304e-06,5.205429260968231e-06,5.1772403821814805e-06,5.20426965522347e-06,5.1760871428996325e-06,5.200794475967996e-06,5.17262833454879e-06
0.9999581575393677,4.467952749109827e-05,2.3466376953586165e-13,2.3466376953586165e-13,2.345374328777128e-13,2.3466376953586165e-13,2.345374328777128e-13,2.3466376953586165e-13,2.345374328777128e-13,2.3466376953586165e-13,2.345374328777128e-13
0.7879260182380676,0.2227485179901123,0.02776150405406952,0.027158843353390694,0.024275705218315125,0.025835862383246422,0.023079445585608482,0.02412695810198784,0.021535048261284828,0.02000526525080204,0.017814476042985916
0.9998283386230469,0.00018694045138545334,1.652323937395561e-11,1.652323937395561e-11,1.6523522133882196e-11,1.652323937395561e-11,1.6523522133882196e-11,1.6523237639232136e-11,1.652352039915872e-11,1.652323590450866e-11,1.6523516929711768e-11
0.9999476671218872,5.978085391689092e-05,4.911451562290836e-13,4.911451562290836e-13,4.913608582512996e-13,4.911451562290836e-13,4.913608582512996e-13,4.911451562290836e-13,4.913608582512996e-13,4.911451562290836e-13,4.913608582512996e-13
0.9654203653335571,0.044868241995573044,0.00015907676424831152,0.00015898192941676825,0.00015638995682820678,0.00015876097313594073,0.00015617227472830564,0.00015844630252104253,0.0001558622025186196,0.00015750847524031997,0.0001549381559016183
0.99997878074646,2.298840081493836e-05,3.1051387589658974e-14,3.1051387589658974e-14,3.1034839954001414e-14,3.1051387589658974e-14,3.1034839954001414e-14,3.1051387589658974e-14,3.1034839954001414e-14,3.1051387589658974e-14,3.1034839954001414e-14
0.9991528987884521,0.0010156171629205346,2.1855335319287406e-09,2.1855328657949258e-09,2.1845765196815137e-09,2.1855310894380864e-09,2.1845747433246743e-09,2.1855284249028273e-09,2.184572078789415e-09,2.18552043129705e-09,2.184564307228243e-09
